compound,solvent,MW,Emi,set,Emi_eV
Cc1cccc2cc3c(=O)n(C)c(=O)n(C)c3nc12,CC#N,255.10078,417.0,train,2.9731414868105515
B1C=Cc2ccc3ccccc3c2N1,C1CCCCC1,179.09063,371.0,train,3.34177897574124
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCO,306.13683,516.0,train,2.4027131782945736
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC=[N+]21,CO,268.09834,514.0,train,2.4120622568093384
COc1ccc(-c2nc(C(C)=O)c(C)o2)cc1,ClCCl,231.08954,351.0,train,3.532193732193732
COc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12,ClCCl,261.10011,419.0,train,2.958949880668257
C#Cc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCO,234.06808,437.0,train,2.8370709382151027
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,CN(C)C=O,398.17428,540.884,train,2.292173552924472
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,CCCCCC,383.28243,415.0,train,2.987469879518072
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,CCOC(C)=O,434.17659,583.0,train,2.1265866209262434
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,ClCCl,397.2137,551.0,train,2.2500907441016333
Cc1nc(-c2ccccc2)c2ccccn12,ClCCl,208.10005,485.0,train,2.556288659793814
N#Cc1c[nH]c2ccccc12,OCC(F)(F)F,142.0531,314.0,train,3.948407643312102
CN(C)c1ccc(C#Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2)cc1,CCO,390.2096,472.329246935,train,2.62486392287839
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,CO,442.0541,550.0,train,2.2541818181818183
Cc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,O,407.13036,449.0,train,2.7612472160356347
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,256.09603,493.0,train,2.514807302231237
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1COCCO1,227.13101,426.0,train,2.9103286384976523
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,Cc1ccccc1,227.13101,416.0,train,2.980288461538461
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(-c3[nH]c(C)cc3C)n1[B-]2(F)F,ClCCl,363.17183,631.0,train,1.9648177496038035
Cc1ccc(C)n1-c1ccc(C#N)cc1,CCOCC,196.10005,479.0,train,2.5883089770354903
Fc1ccc(-c2cc3c4c(c2)CCc2cc(-c5ccc(F)cc5)cc(c2-4)CC3)cc1,ClCCl,394.15331,378.913894325,train,3.271983473207254
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(F)cc3)nc2c1,CC#N,400.14345,341.0,train,3.6357771260997054
O=Cc1nc2ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2s1,Cc1ccccc1,430.11398,519.0,train,2.3888246628131022
C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,ClCCl,294.14085,347.01,train,3.572807700066281
N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CN(C)C=O,366.08268,457.0,train,2.712910284463895
CN(C)c1ccc(-c2nc(-c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,CS(C)=O,368.2001,575.0,train,2.156173913043478
COc1ccc(-c2c3ccccc3c(C#Cc3ccccc3)c3cc4ccccc4cc23)cc1,ClCCl,434.16707,550.0,train,2.2541818181818183
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,ClCCl,283.1361,363.0,train,3.415426997245179
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(=S)[nH]2)cc1,ClC(Cl)(Cl)Cl,302.08777,508.0,train,2.440551181102362
c1ccc2cc3cc(-c4cc(-c5nccs5)nc(-c5nccs5)c4)ccc3cc2c1,CC#N,421.07074,474.0,train,2.6156118143459914
N#CC1=C(c2ccc(-c3cccs3)s2)CC1,OCCOCCO,243.01764,462.0,train,2.6835497835497835
COc1cc2c(c(OC)c1OC)c1ccc3cccc4c5cccc6oc(=O)c2c(c65)c1c34,C1CCOC1,434.11542,492.0,train,2.519918699186992
CCN(CC)c1ccc2ccc(=O)oc2c1,ClC(Cl)Cl,217.11028,425.0,train,2.917176470588235
O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,337.02312,557.0,train,2.225852782764812
Oc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,C1CCCCC1,286.11061,479.0,train,2.5883089770354903
CC[n+]1nc2ccc(N(C)C)cc2c2cc(C)ccc21,O,266.16517,542.0,train,2.287453874538745
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)O,282.11034,479.0,train,2.5883089770354903
Nc1ncc2nc[nH]c2n1,O,135.0545,380.0,train,3.262631578947368
Cc1ccc2occ(CC(=O)NN)c2c1,CCOC(C)=O,204.08988,340.0,train,3.646470588235294
Clc1cnc2nn3ccccc3c2n1,C1CCOC1,204.02027,448.0,train,2.767410714285714
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,CC(C)=O,365.13987,682.0,train,1.8178885630498527
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,CC#N,400.15756,620.0,train,1.9996774193548383
O=c1[nH]c2ccccc2[nH]1,CCCCO,134.04801,311.0032966349443,train,3.98645292
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,471.26422,581.0,train,2.133907056798623
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,O,314.16517,606.0,train,2.0458745874587456
CC(=O)Nc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CCOC(C)=O,287.09463,520.0208008320333,train,2.3841354
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CCOC(C)=O,392.02317,512.0327700972862,train,2.4213294000000003
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCCO,285.00305,611.0,train,2.0291325695581013
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CC(C)CO,370.16277,481.0,train,2.577546777546777
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,CO,279.12593,465.0081376424088,train,2.6661899
CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21,ClC(Cl)Cl,446.20345,413.0,train,3.0019370460048425
COc1ccc2c(c1)c(=O)c1ccccc1n2CCCCCC(=O)O,O,339.14706,462.0,train,2.6835497835497835
COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CC#N,298.1089,513.0,train,2.416764132553606
O=Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,ClCCl,476.11438,618.5,train,2.004527081649151
CN(C)c1ccc(C(=O)Nc2ccccc2)cc1,C1CCOC1,240.12626,500.0,train,2.4796
CN(C)c1c2ccccc2cc2ccccc12,CC#N,221.12045,390.0,train,3.178974358974359
COc1ccc(-c2cc3ccc4cc(-c5ccc(OC)cc5)cc5ccc(c2)c3c45)cc1,CCO,414.16198,416.268656716,train,2.978365005381262
Cc1ccc(-c2cc(-c3ccccc3)c3c(N)nc(N4CCCC4)c(C#N)c3n2)cc1,ClC(Cl)Cl,405.19535,510.0,train,2.4309803921568625
CN(C)c1ccc2c3c(ccc2c1)C(=O)CCC3,C1CCCCC1,239.13101,407.0,train,3.0461916461916463
COC(=O)c1ccc(C#Cc2ccc(N(C)C)cc2)cc1,C1CCOC1,279.12593,481.9973972140551,train,2.57221306
c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,CN(C)C=O,282.1157,403.0,train,3.076426799007444
Cc1nn(-c2ccccc2)c2c1c(=O)oc1ccc(-n3c4ccccc4c4ccccc43)cc12,CCOC(C)=O,441.14773,426.0,train,2.9103286384976523
O=C(O)c1ccccc1,O,122.03678,315.0,train,3.935873015873016
Nc1cc2nc3cc(F)c(F)cc3nc2cc1N,CCO,246.0717,537.0,train,2.308752327746741
CCNc1ccc(NCC)c2c1C(=O)c1ccccc1C2=O,CCCCO,294.13683,670.0,train,1.850447761194029
COc1ccc(-c2cc(-c3ccc(C#N)cc3)nn2C)cc1,ClCCl,289.12151,384.0,train,3.228645833333333
CCCCCC(=O)c1c2c(c(C(=O)CCCCC)c3c1OC1(CCCC1)O3)OC1(CCCC1)O2,ClCCl,470.26684,561.0,train,2.209982174688057
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,C1COCCO1,291.97351,407.0,train,3.0461916461916463
CCOC(=O)CCOc1ccccc1C(c1c(C)[nH]c2ccccc12)c1c(C)[nH]c2ccccc12,CC#N,466.22564,340.0,train,3.646470588235294
c1ccc(-c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n3ccccc23)cc1,ClCCl,437.1892,491.0,train,2.525050916496945
CCOC(=O)c1cc2ccc3ccccc3c2c(C(=O)OCC)c1N,Cc1ccccc1,337.13141,488.0,train,2.540573770491803
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,O,310.08729,536.0,train,2.3130597014925374
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CN(C)C=O,469.15955,566.0,train,2.190459363957597
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,O,231.12593,435.0,train,2.8501149425287355
Cc1n[nH]c2c1C(c1ccc([N+](=O)[O-])cc1)C(C#N)=C(N)O2,CS(C)=O,297.08619,404.0,train,3.0688118811881187
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CO,305.05105,525.0,train,2.3615238095238094
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,ClCCl,370.13511,562.0,train,2.206049822064057
N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CCCCCC,454.14298,413.0,train,3.0019370460048425
N#Cc1ncc(-c2c3ccccc3c(-c3cnc(C#N)nc3)c3ccccc23)cn1,ClCCl,384.11234,464.0,train,2.6719827586206897
Cc1cn(C(F)(F)F)c(=O)[nH]c1=O,CC#N,194.03031,307.0,train,4.03843648208469
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CC(C)=O,227.13101,452.0,train,2.7429203539823006
CCN(CC)c1ccc(-c2ccc(-c3nc(C#N)c4ccccc4n3)s2)cc1,Cc1ccccc1,384.14087,471.0,train,2.632271762208068
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,O,345.12337,527.0,train,2.352561669829222
CN(C)c1ccc2c(-c3ccc(C(=O)[O-])cc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,429.1456,578.0,train,2.144982698961938
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,O,438.09979,451.0,train,2.7490022172949
N#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,c1ccccc1,478.12185,393.0,train,3.15470737913486
Cc1ccccc1C(=O)NN1C2=C(CC3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,CCCCCO,406.22564,448.0,train,2.767410714285714
N#Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,c1ccncc1,347.08024,452.0,train,2.7429203539823006
COC(=O)c1nc2c(N)nc(N(C)C)nc2n1Cc1ccccc1,CO,326.14912,436.0,train,2.843577981651376
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,C1COCCO1,284.08104,505.0,train,2.455049504950495
CCN(CC)c1ccc2c(c1)oc(=O)c1c(=O)oc3cc(C#Cc4ccc(C#N)cc4)ccc3c12,CS(C)=O,460.14231,625.0,train,1.98368
CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,CC(C)=O,406.09873,596.0,train,2.080201342281879
Cc1cc2ccccc2c2c1c1ccccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(C)=O,474.2096,386.0,train,3.211917098445596
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(C#Cc3ccc(F)cc3)n1[B-]2(F)F,CCCCCCCCO,388.13586,623.0,train,1.9900481540930977
CC(=O)c1ccc(C#Cc2ccc(-c3cc(N(C)C)c4ccccc4c3)cc2)cc1,ClCCl,389.17796,458.0,train,2.7069868995633186
CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,324.16094,510.0,train,2.4309803921568625
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CO,238.12185,398.0,train,3.115075376884422
COc1cccc(-n2c(-c3ccc(O)cc3)nc(C)c2C)c1,CCCCCC,294.13683,370.0,train,3.3508108108108106
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,CC#N,374.00885,568.0,train,2.182746478873239
CN(C)c1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,430.06321,424.0,train,2.9240566037735847
[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,C1CCCCC1,330.08034,395.0,train,3.138734177215189
c1ccc2cc(-n3cnc4ccccc43)ccc2c1,CC#N,244.10005,376.0,train,3.2973404255319148
Cc1ccc(N(C)C)cc1C1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,442.2673,662.0,train,1.872809667673716
Cc1ccc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c(O)c1,CC#N,292.08479,481.0,train,2.577546777546777
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,O,458.2152,495.0,train,2.504646464646465
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,326.1402,522.0,train,2.375095785440613
Oc1c(-c2ccco2)cccc1-c1nc2ccccc2s1,Cc1ccccc1,293.05105,581.0,train,2.133907056798623
Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,195.06841,622.0,train,1.9932475884244367
COc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,ClCCl,479.20966,434.0,train,2.8566820276497693
CCn1c2ccccc2c2c(N(c3ccccc3)c3ccccc3)cccc21,ClCCl,362.1783,418.0,train,2.966028708133971
N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccccc1,CS(C)=O,316.09603,438.0,train,2.830593607305936
CCOC(=O)c1cc(C(=O)OCC)c2ccc(N(C)C)cc2n1,CCO,316.14231,541.0,train,2.291682070240296
Cc1nc2cc3c4c(cccc4c2o1)C(=O)OC3=O,CCO,253.03751,412.0,train,3.009223300970873
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CO,352.1221,463.0,train,2.6777537796976243
CCCCCOc1cc2oc(=O)c3c4occc4c4ccc5cccc6c(c1)c2c3c4c56,C1CCOC1,420.13616,433.0,train,2.8632794457274824
CN1CCCc2cc3c(C(F)(F)F)cc(=O)oc3cc21,CCCO,283.08201,502.00803212851406,train,2.4696816
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,C1COCCO1,194.0844,383.0,train,3.237075718015665
COc1ccc(-c2nc(N)nc(C#N)c2C#N)cc1OC,CC#N,281.09127,456.0,train,2.7188596491228068
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,CCCCCC,274.04861,444.0,train,2.792342342342342
CCn1c2ccsc2c2c3nsnc3c3c4sccc4n(CC)c3c21,Cc1ccccc1,382.03806,523.0,train,2.37055449330784
c1ccc(-c2cnc3nn4ccccc4c3n2)cc1,C1CCOC1,246.09055,449.0,train,2.7612472160356347
Cc1cc(=O)c2c(ccc3ccc(O)cc32)o1,CC#N,226.06299,430.0,train,2.8832558139534883
CCN(CC)c1ccc2ccc(=O)oc2c1,CCCCCCCCCCCCCCC,217.11028,402.0,train,3.08407960199005
CN(C)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CO,313.1579,500.0,train,2.4796
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,CC(C)O,335.22491,637.0,train,1.9463108320251177
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CO,269.09358,503.0,train,2.464811133200795
O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O=C1CCCO1,454.92178,405.26849037487335,train,3.0592065
C1#Cc2ccccc2OCc2ccccc2COc2ccccc21,ClCCl,312.11503,352.0,train,3.5221590909090907
c1ccc2c(c1)sc1c3ccccc3c3ncncc3c21,ClCCl,286.05647,412.0,train,3.009223300970873
COc1ccc(OC)cc1,C1CCCCC1,138.06808,323.2062055591467,train,3.8359412
CN(C)c1ccc(C#Cc2ncnc3ccccc23)cc1,ClCCl,273.1266,560.0,train,2.2139285714285712
N#Cc1nn(-c2ccccc2C(F)(F)F)nc1N1CCCC1,CC#N,307.10448,433.0,train,2.8632794457274824
O=C(c1ccncc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,Cc1ccccc1,348.12626,440.0,train,2.8177272727272724
CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,CS(C)=O,406.09873,616.0,train,2.0126623376623374
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CS(C)=O,304.09603,563.0,train,2.202131438721137
O=Cc1ccc(C=C(c2ccccc2)c2ccccc2)cc1,C1CCOC1,284.12012,383.0,train,3.237075718015665
Cc1cc(=O)c2ccc(N)cc2o1,CN(C)C=O,175.06333,408.0,train,3.0387254901960783
CN(C)c1ccc(C#Cc2nc(-c3ccccc3)nc3ccccc23)cc1,CC#N,349.1579,570.0,train,2.1750877192982454
Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,ClCCCl,228.06473,425.0,train,2.917176470588235
F[B-]1(F)OC(c2ccccc2)=Cc2cc(Cl)nc[n+]21,C1CCOC1,280.03863,428.0,train,2.8967289719626166
C#Cc1ccc2c(C)cc(=O)oc2c1,CCO,184.05243,380.0,train,3.262631578947368
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCC,236.08373,318.99961720045934,train,3.88652504
O=C1CC(c2ccccc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,376.12118,431.0,train,2.876566125290023
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,C1CCOC1,285.02418,470.0,train,2.637872340425532
COc1ccc(N2C(=O)c3ccccc3C2C(=O)OC(C)(C)C)cc1OC,CCCCCC,369.15762,381.0,train,3.2540682414698163
CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,458.21232,549.0,train,2.258287795992714
CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,O,307.1441,627.0,train,1.977352472089314
CC(C)(C)NC(=O)c1cccc2ccc3c4cc(Cl)ccc4c4ccc(Cl)cc4c3c12,ClCCl,445.10002,407.0,train,3.0461916461916463
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,CCCCCCO,350.19943,670.0,train,1.850447761194029
COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,410.09344,482.0,train,2.572199170124481
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CN(C)C=O,264.08988,502.0,train,2.4697211155378485
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,ClC(Cl)Cl,300.08816,583.0,train,2.1265866209262434
N#Cc1cc(-c2ccc(F)cc2)cnc1O,CC(C)O,214.05424,424.0,train,2.9240566037735847
N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,CC#N,369.0572,623.0,train,1.9900481540930977
NCCNc1cccc2c1C(=O)c1ccccc1C2=O,ClCCl,266.10553,535.0,train,2.3173831775700933
CCn1c2ccccc2sc2c(C#N)c3oc4ccccc4oc3c(C#N)c21,ClC(Cl)Cl,383.07285,580.0,train,2.137586206896552
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CCCCO,282.11034,462.0,train,2.6835497835497835
Fc1ccc(-c2cc3ccc4cc(-c5ccc(F)cc5)cc5ccc(c2)c3c45)cc1,ClCCl,390.12201,409.82230997,train,3.0252135372785256
F[B-]1(F)n2c(ccc2-c2cccs2)C(C(F)(F)F)=C2C=CC(c3cccs3)=[N+]21,CCCCCC,424.02986,674.0,train,1.83946587537092
F[B-]1(F)n2c(nc(Br)c2Br)-c2cccc[n+]21,C1COCCO1,348.88331,493.0,train,2.514807302231237
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,CC#N,350.07991,483.0,train,2.5668737060041407
Cc1ccc(C2=Nc3cccc4[n+]3[B-](F)(O2)OC(c2ccc(C)cc2)=N4)cc1,ClCCl,373.13979,457.0,train,2.712910284463895
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],ClC(Cl)Cl,254.1015,389.0,train,3.1871465295629817
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CC#N,392.15248,482.0,train,2.572199170124481
CCOC(=O)C1c2ccccc2C(=O)N1c1ccc(OC)cc1,CO,311.11576,481.0,train,2.577546777546777
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CCCCCC,304.09603,310.0,train,3.999354838709677
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,276.12626,510.0,train,2.4309803921568625
Cn1nc(-c2ccccc2)c2nc3cc(F)ccc3nc21,CC#N,278.09677,535.0,train,2.3173831775700933
CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CC#N,251.13101,536.0,train,2.3130597014925374
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,ClCCl,428.1565,442.0,train,2.8049773755656107
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,CCO,309.09766,533.0,train,2.326078799249531
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CCCCOCCCC,454.19059,441.0,train,2.811337868480725
O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,CC#N,410.09429,604.0,train,2.0526490066225165
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCC,374.27049,567.8,train,2.1835153222965835
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)c(OC)cc3OC)nc2c1,CC1CCCCC1,472.18457,357.0,train,3.4728291316526607
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,Cc1ccccc1,293.0953,517.0,train,2.398065764023211
Cc1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,Cc1ccccc1,360.12626,425.0,train,2.917176470588235
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,367.20313,508.0,train,2.440551181102362
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,ClC(Cl)Cl,320.06603,409.0,train,3.031295843520782
N#Cc1ccc(N)cc1,CC#N,118.0531,334.205721242,train,3.709691130937448
COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,CCCCCCCCCCCC,241.07389,402.0,train,3.08407960199005
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CC(C)=O,304.09603,407.0,train,3.0461916461916463
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,ClCCl,309.11651,411.0,train,3.01654501216545
ClB1c2ccccc2Nc2ccccc21,ClCCl,213.05166,379.0,train,3.271240105540897
CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,C1CCCCC1,280.12118,471.0,train,2.632271762208068
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CN(C)C=O,246.1157,565.9950192438306,train,2.1904786400000003
COC1=[N+]2C(=C(c3ccccc3)c3cc(SC#N)c(OC)n3[B-]2(F)F)C=C1SC#N,ClCCl,442.0541,555.0,train,2.2338738738738737
CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,223.09971,646.0,train,1.9191950464396283
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(C)=O,379.20313,517.0,train,2.398065764023211
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,230.10955,340.0,train,3.646470588235294
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,ClCCl,412.18993,452.0,train,2.7429203539823006
COc1ccc2nc(N)n[n+]([O-])c2c1,O,192.06473,547.0,train,2.26654478976234
N#Cc1cc(-n2c3ccccc3c3cccnc32)c(-n2c3ccccc3c3cccnc32)cc1C#N,ClCCl,460.14364,468.37209302325584,train,2.6470407149950343
Nc1ccc2c(-c3ccc(Br)cc3)c3ccc(=[NH2+])cc-3oc2c1,CCO,365.0284,532.0,train,2.3304511278195488
F[Si](c1ccccc1)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,478.15531,409.0,train,3.031295843520782
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,CC(C)=O,350.19943,671.0,train,1.8476900149031297
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,C1CCCCC1,398.17428,424.26,train,2.9222646490359683
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccccc2)cc1,CCCCC,455.2613,359.0,train,3.4534818941504177
COC(=O)c1c2ccccc2nc2ccccc12,OCCO,237.07898,418.0,train,2.966028708133971
O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3,CC#N,347.15214,400.0,train,3.0995
CCn1c2ccccc2sc2c(C#N)c3[nH]c4ccccc4sc3c(C#N)c21,ClC(Cl)Cl,398.06599,615.0,train,2.015934959349593
CNc1ncc2nc(C(=O)OC)n(Cc3ccccc3)c2n1,C1COCCO1,297.12257,405.0,train,3.0612345679012343
c1ccc(-c2ccc(-c3ccccc3)c3nsnc23)cc1,Cc1ccccc1,288.07212,477.0,train,2.59916142557652
CCN(CC)c1cc2oc3cc(O)c(F)cc3c(=O)c2cc1F,CCO,319.102,438.0,train,2.830593607305936
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,CS(C)=O,394.13511,508.0,train,2.440551181102362
