compound,solvent,Abs,Abs_eV,MW
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCCCCCO,391.0,3.17084399,257.06636322
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,391.0,3.17084399,345.12488428800003
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,CO,391.0,3.17084399,345.12488428800003
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CC#N,390.9304144,3.1714084,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCOCC,390.625,3.173888,214.121846448
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,C1CCCCC1,390.501,3.174895839,398.174275944
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,C1CCOC1,390.4724717,3.1751278,214.121846448
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CCCCCCCCCCCCCCCCCl,390.00039,3.17897118,249.1153641
CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,390.0,3.178974359,421.134779216
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,CCO,390.0,3.178974359,383.282429424
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,O,390.0,3.178974359,383.282429424
O=Cc1ccc2ccc3cccc4ccc1c2c34,CC#N,390.0,3.178974359,230.07316494
O=Cc1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,390.0,3.178974359,230.07316494
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,C1CCCCC1,390.0,3.178974359,399.19467704
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CC(C)=O,390.0,3.178974359,400.189926008
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CC#N,390.0,3.178974359,400.189926008
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,Cc1ccccc1,390.0,3.178974359,400.15756326
CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,C1CCCCC1,390.0,3.178974359,280.121177752
O=C(O)c1ccc(C(=O)O)c2cc3ccccc3cc12,CN(C)C=O,390.0,3.178974359,266.0579088
CN(C)c1c2ccccc2cc2ccccc12,CS(C)=O,390.0,3.178974359,221.12044948
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCCCOCCCC,390.0,3.178974359,422.178298704
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCOC(C)=O,390.0,3.178974359,422.178298704
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CN(C)C=O,390.0,3.178974359,422.178298704
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CC#N,390.0,3.178974359,422.178298704
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CCOC(C)=O,390.0,3.178974359,322.084123548
C(#Cc1cc2ccc3cccc4ccc(c1)c2c34)c1ccccc1,Cc1ccccc1,390.0,3.178974359,302.109550448
N#Cc1cnc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)nc1,CCO,390.0,3.178974359,357.12659748000004
c1ccc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)cc1,CCO,390.0,3.178974359,332.131348512
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,Cc1ccccc1,390.0,3.178974359,477.18411235600007
CN1c2ccc(C(=O)c3ccccc3)cc2Sc2cc(C(=O)c3ccccc3)ccc21,C1CCCCC1,390.0,3.178974359,421.113649848
c1ccc(-c2nnc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)o2)cc1,Cc1ccccc1,390.0,3.178974359,403.132076784
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)O,390.0,3.178974359,282.110338296
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CC(C)CO,390.0,3.178974359,458.2151972879999
Cc1c(C(=O)c2ccccc2Cl)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,390.0,3.178974359,428.096792844
Cc1c(C(=O)c2c(F)cc(F)cc2F)c2ccc3cccc4c5cccc6ccc1c(c65)c2c34,ClCCl,390.0,3.178974359,448.10749976000005
O=C1c2ccccc2-c2c(-c3cc(Cl)ccc3O)[nH]c(=O)n21,CC#N,390.0,3.178974359,312.03016982800006
O=C1c2ccccc2-c2c(-c3cc(Br)ccc3O)[nH]c(=O)n21,CC#N,390.0,3.178974359,355.97965424800003
COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,ClCCl,390.0,3.178974359,336.074621484
COc1cc(C=O)cc(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1O,CC#N,390.0,3.178974359,336.074621484
COC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CC#N,390.0,3.178974359,336.074621484
N#Cc1c(N2CCCCC2)cc(-c2cccc3ccccc23)c2c1-c1ccccc1C2=O,C1CCOC1,390.0,3.178974359,414.173213324
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCO,390.0,3.178974359,255.125928784
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,390.0,3.178974359,257.06636322
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CO,390.0,3.178974359,264.089877624
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CN(C)C=O,390.0,3.178974359,264.089877624
Cc1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,CC#N,390.0,3.178974359,360.126263132
CC(C)(C)c1ccc(-c2nnc(-c3ccc4ccc5cccc6ccc3c4c56)o2)cc1,CC#N,390.0,3.178974359,402.173213324
CCN(CC)c1ccc2ccc(=O)oc2c1,O,390.0,3.178974359,217.11027872
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CC(C)=O,390.0,3.178974359,411.14461354
CCOC(=O)c1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,390.0,3.178974359,424.122831162
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CC#N,390.0,3.178974359,264.089877624
O=c1c(Nc2ccccc2)c([O-])c1=[NH+]c1ccccc1,CO,390.0,3.178974359,264.089877624
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,CC#N,390.0,3.178974359,362.06511942
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CO,390.0,3.178974359,284.007804876
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,ClC(Cl)(Cl)Cl,390.0,3.178974359,285.097663348
COc1cc(OC)c2c(c1)c1cc3oc(=O)cc(C)c3cc1c1cc(OC)cc(OC)c12,ClC(Cl)Cl,390.0,3.178974359,430.141638424
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C)cc2)cc1,CS(C)=O,390.0,3.178974359,434.1994280720001
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,Cc1ccccc1,390.0,3.178974359,285.097663348
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CS(C)=O,390.0,3.178974359,477.18411235600007
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,Cc1ccc(C)cc1,390.0,3.178974359,285.097663348
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CCO,390.0,3.178974359,271.082013284
c1ccc(-c2nc(-c3c[nH]c4ccccc34)n3ccccc23)cc1,O,390.0,3.178974359,309.12659748000004
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,CCO,390.0,3.178974359,288.064257132
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CC(C)=O,389.8635478,3.180087,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCOC(C)=O,389.8635478,3.180087,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCOCCC,389.8635478,3.180087,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCOC(C)=O,389.7116134,3.1813268,214.121846448
O=Cc1ccc2ccc3cccc4ccc1c2c34,CO,389.0,3.18714653,230.07316494
O=Cc1ccc2ccc3cccc4ccc1c2c34,CCO,389.0,3.18714653,230.07316494
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,C1CCCCC1,389.0,3.18714653,400.189926008
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,389.0,3.18714653,400.15756326
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,ClCCl,389.0,3.18714653,462.001217424
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,CN(C)C=O,389.0,3.18714653,462.001217424
N#Cc1c(F)c(F)c(C#N)c2oc3cc4oc5c(C#N)c(F)c(F)c(C#N)c5oc4cc3oc12,C1CCOC1,389.0,3.18714653,462.001217424
O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,CN(C)C=O,389.0,3.18714653,266.0579088
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCN(CC)CC,389.0,3.18714653,422.178298704
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CC(C)OC(C)C,389.0,3.18714653,422.178298704
CN(C)c1ccc2c(c1)C(=O)NC2=O,CC(C)O,389.0,3.18714653,190.07422756
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,CS(C)=O,389.0,3.18714653,322.084123548
COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,Cc1ccccc1,389.0,3.18714653,322.084123548
COc1cccc2oc(-c3cc4c(OC)cccc4oc3=O)cc12,CS(C)=O,389.0,3.18714653,322.084123548
c1cnc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)nc1,ClCCl,389.0,3.18714653,334.12184644800004
c1cnc(-c2c3ccccc3c(-c3ncccn3)c3ccccc23)nc1,CCO,389.0,3.18714653,334.12184644800004
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,ClC(Cl)Cl,389.0,3.18714653,220.061949684
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,ClCCl,389.0,3.18714653,477.18411235600007
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CCCCO,389.0,3.18714653,370.162767792
CNc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,389.0,3.18714653,209.084063972
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CO,389.0,3.18714653,388.178692628
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CO,389.0,3.18714653,392.1524778800001
FC(F)(F)c1ccccc1B1c2ccccc2N(c2ccccc2)c2ccccc21,ClCCl,389.0,3.18714653,399.140614604
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCOC(C)=O,389.0,3.18714653,411.14461354
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CN(C)C=O,389.0,3.18714653,271.008533148
CC(C)(C)c1ccc(-c2ccc(-c3ccc(C(C)(C)C)cc3)c3nsnc23)cc1,ClCCl,389.0,3.18714653,400.197319896
O=C1C(=Cc2ccc(Br)cc2)Oc2cccc(O)c21,CC#N,389.0,3.18714653,315.973506248
N#Cc1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,CC#N,389.0,3.18714653,263.05824314800003
N#Cc1c(-c2cccs2)cc(-c2ccc3c(c2)Cc2ccccc2-3)[nH]c1=O,CC#N,389.0,3.18714653,366.082684068
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1cc(-c2ccccc2)ccc1-3,C1CCCCC1,389.0,3.18714653,430.193280072
CCC1=C(C)C2=Cc3cc4c(cc3B(O)N2C1=O)OCO4,ClC(Cl)Cl,389.0,3.18714653,283.101588328
CCN(CC)c1cc2oc3cc(N(CC)CC)c(F)cc3c(=O)c2cc1F,CCO,389.0,3.18714653,374.18058444799993
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1COCCO1,389.0,3.18714653,285.097663348
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CO,389.0,3.18714653,271.082013284
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,ClC(Cl)Cl,389.0,3.18714653,370.24089896
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,OCCOCCO,389.0,3.18714653,274.048607068
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,CCO,389.0,3.18714653,274.048607068
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,OCCOCCO,389.0,3.18714653,350.0799071960001
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,CCO,389.0,3.18714653,350.0799071960001
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCO,388.8,3.188786008,255.125928784
c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,C1CCOC1,388.8,3.188786008,329.96653432
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCCOCCCCC,388.5003885,3.1912452,214.121846448
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,388.4,3.192070031,257.06636322
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CC(C)=O,388.0029488,3.19533654,249.1153641
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,388.0001712,3.195359415,457.187563736
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,388.0,3.195360825,334.09535692799994
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,388.0,3.195360825,412.005868996
COc1ccc2oc(=N)c(C#N)cc2c1,ClCCl,388.0,3.195360825,200.058577496
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1C,CC#N,388.0,3.195360825,242.08037556
Cc1ccc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc12,CC#N,388.0,3.195360825,242.08037556
Cc1cc(C)c2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,388.0,3.195360825,242.08037556
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388.0,3.195360825,293.10519334
CN(C)c1c2ccccc2cc2ccccc12,CN(C)C=O,388.0,3.195360825,221.12044948
CN(C)c1c2ccccc2cc2ccccc12,OCCO,388.0,3.195360825,221.12044948
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,CCCCCC,388.0,3.195360825,377.0874351000001
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,Cc1ccccc1,388.0,3.195360825,377.0874351000001
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,ClC(Cl)Cl,388.0,3.195360825,377.0874351000001
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,C1CCOC1,388.0,3.195360825,377.0874351000001
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,ClCCl,388.0,3.195360825,377.0874351000001
CN(C)c1ccc2c(c1)C(=O)NC2=O,CC#N,388.0,3.195360825,190.07422756
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,Cc1ccccc1,388.0,3.195360825,322.084123548
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CC#N,388.0,3.195360825,322.084123548
c1ccc(-c2nc(-c3ccccn3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,388.0,3.195360825,405.129968608
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,388.0,3.195360825,257.06636322
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CS(C)=O,388.0,3.195360825,477.18411235600007
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388.0,3.195360825,293.10519334
OCc1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,CCOC(C)=O,388.0,3.195360825,271.099714036
N#Cc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,388.0,3.195360825,227.073499288
O=C1c2ccccc2-c2c(-c3cccc(Cl)c3O)[nH]c(=O)n21,CC#N,388.0,3.195360825,312.03016982800006
F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2cc(Cl)nc[n+]21,ClCCl,388.0,3.195360825,348.02601202400007
c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,ClC(Cl)Cl,388.0,3.195360825,270.115698448
FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,ClCCl,388.0,3.195360825,391.096699104
Cn1c(=O)cc(C(=O)c2ccccc2)c2sc(-c3ccc(C(F)(F)F)cc3)cc21,CC#N,388.0,3.195360825,413.069734348
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCCC,388.0,3.195360825,411.14461354
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CC#N,388.0,3.195360825,285.024183212
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,388.0,3.195360825,285.097663348
N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CN(C)C=O,388.0,3.195360825,427.91598714
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,388.0,3.195360825,354.161979944
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,O,388.0,3.195360825,257.06636322
C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,388.0,3.195360825,402.119069576
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)cc(O)c12,CS(C)=O,388.0,3.195360825,296.032087976
c1ccc(B2Nc3cc4c(cc3-c3occc32)NB(c2ccccc2)c2ccoc2-4)cc1,ClCCl,388.0,3.195360825,412.155438616
Oc1ccc(-c2ccco2)cc1-c1nc2ccccc2s1,O,388.0,3.195360825,293.051049592
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,388.0,3.195360825,385.034353972
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,C1CCOC1,388.0,3.195360825,477.18411235600007
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CCCCCCCCCCO,388.0,3.195360825,271.082013284
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClC(Cl)Cl,388.0,3.195360825,345.12488428800003
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,C1CCOC1,388.0,3.195360825,246.01730694
Oc1ccc2ccc3cccc4ccc1c2c34,CS(C)=O,387.7020897,3.19781614,218.07316494
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCOCCCC,387.5968992,3.198684,214.121846448
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,C1CCOC1,387.5,3.199483871,285.024183212
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CS(C)=O,387.5,3.199483871,271.008533148
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,C1CCCCC1,387.4467261,3.1999238,214.121846448
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,C1CCCCC1,387.309,3.201061685,384.15862588
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCO,387.0,3.203617571,255.125928784
O=Cc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,387.0,3.203617571,230.07316494
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,387.0,3.203617571,244.088815004
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,ClC(Cl)Cl,387.0,3.203617571,421.07073948
COc1ccc2c(c1)-c1ccccc1C2=O,CCO,387.0,3.203617571,210.06807956
CCOC(=O)CCCCCn1c2ccc([N+](=O)[O-])cc2c(=O)c2cc([N+](=O)[O-])ccc21,CCO,387.0,3.203617571,427.137950012
O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,C1CCOC1,387.0,3.203617571,266.0579088
CN(C)c1c2ccccc2cc2ccccc12,C1COCCO1,387.0,3.203617571,221.12044948
CCCCC(CC)Cn1c2cc(C#N)ccc2c2ccc(C#N)cc21,ClCCl,387.0,3.203617571,329.18919773600004
CN(C)c1ccc2c(c1)C(=O)NC2=O,CC(C)(C)O,387.0,3.203617571,190.07422756
N#Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,ClCCCl,387.0,3.203617571,239.0443244
O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,387.0,3.203617571,321.08849878
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,ClC(Cl)Cl,387.0,3.203617571,255.125928784
C(#Cc1ccccc1)C1=Cc2ccc3ccccc3c2NB1c1ccccc1,C1CCCCC1,387.0,3.203617571,355.153229976
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClCCl,387.0,3.203617571,388.178692628
CC1(C)C(=O)C=Cc2ccc(N3CCC3)cc21,O,387.0,3.203617571,227.131014164
O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,387.0,3.203617571,352.101701794
O=P1(c2ccccc2)C(c2ccc(C(F)(F)F)cc2)=Cc2cc3ccccc3cc21,ClCCl,387.0,3.203617571,420.089086422
S=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,387.0,3.203617571,368.078858174
c1cc(-c2c3ccccc3cc3ccccc23)cc(-c2c3ccccc3cc3ccccc23)c1,C1CCOC1,387.0,3.203617571,430.172150704
CCNc1cc2oc(=O)cc(C(F)(F)F)c2cc1C,CC#N,387.0,3.203617571,271.082013284
O=C(O)c1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,CO,387.0,3.203617571,448.12454888
c1ccc(N(c2ccccc2)c2ccc(-c3ncc(-c4cccs4)s3)cc2)cc1,CO,387.0,3.203617571,410.091140576
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C)cc2)cc1,Cc1ccccc1,387.0,3.203617571,434.1994280720001
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CCCCCC,387.0,3.203617571,477.18411235600007
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOCC,387.0,3.203617571,285.097663348
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,c1ccccc1,387.0,3.203617571,285.097663348
O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,387.0,3.203617571,321.08849878
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,387.0,3.203617571,257.06636322
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1COCCO1,387.0,3.203617571,345.12488428800003
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CC#N,387.0,3.203617571,246.01730694
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,C1CCOC1,387.0,3.203617571,288.064257132
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,CC#N,387.0,3.203617571,288.064257132
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CS(C)=O,386.996904,3.2036432,249.1153641
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,O,386.8471954,3.204883,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCCC,386.6976025,3.2061228,214.121846448
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CC(C)OC(C)C,386.6976025,3.2061228,214.121846448
Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C(=O)N(C)C,386.6527472,3.20649474,218.07316494
N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,CO,386.6228494,3.2067427,270.042071904
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,CN(C)C=O,386.544,3.207396829,398.174275944
Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,386.3838337,3.20872638,218.07316494
Cc1cc(C)c2cc3cc(C)ncc3cc2c1,CCO,386.1003861,3.211082,221.12044948
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=O,ClCCl,386.0,3.211917098,383.282429424
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,O,386.0,3.211917098,228.064725496
CN(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,386.0,3.211917098,221.12044948
CN(C)c1c2ccccc2cc2ccccc12,COCCOC,386.0,3.211917098,221.12044948
CN(C)c1c2ccccc2cc2ccccc12,C1CCOC1,386.0,3.211917098,221.12044948
CN(C)c1c2ccccc2cc2ccccc12,CC#N,386.0,3.211917098,221.12044948
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCCCCC,386.0,3.211917098,422.178298704
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCOCC,386.0,3.211917098,422.178298704
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CS(C)=O,386.0,3.211917098,229.035063092
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,386.0,3.211917098,220.061949684
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,C1CCOC1,386.0,3.211917098,477.18411235600007
CC1(C)CC(=O)c2cc(F)cc(F)c2N1,CCO,386.0,3.211917098,211.080870412
CCCCC1(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,ClC(Cl)Cl,386.0,3.211917098,340.193948768
Cc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386.0,3.211917098,259.110947416
COc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386.0,3.211917098,275.105862036
CC(=O)c1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386.0,3.211917098,287.105862036
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,ClCCl,386.0,3.211917098,255.125928784
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CN(C)C=O,386.0,3.211917098,255.125928784
